"Contig","Description","Top_hit","BitScore","Evalue"
"k141_3048527.concoct_part_0","CP060703.1","Pseudomonas aeruginosa strain NRD619 chromosome, compl...","30195",0
"k141_1562674.concoct_part_0","CP041008.1","Pseudomonas aeruginosa strain FDAARGOS_767 chromosome,...","18244",0
"k141_1562674.concoct_part_2","CP047067.1","Pseudomonas aeruginosa strain Cas9_1 chromosome","15601",0
"k141_2294078.concoct_part_0","CP046313.1","Gemella sanguinis strain FDAARGOS_742 chromosome, comp...","9435",0
"k141_3400568.concoct_part_2","LR798194.1","Burkholderia cenocepacia strain IST439 genome assembly...","23584",0
"k141_4149354.concoct_part_0","AL766849.1","Streptococcus agalactiae NEM316 complete genome, segme...","11544",0
"k141_3049495.concoct_part_0","CP014017.2","Serratia liquefaciens strain FDAARGOS_125 chromosome, ...","17919",0
"k141_3049495.concoct_part_6","CP033893.1","Serratia liquefaciens strain FG3 chromosome, complete ...","18046",0
"k141_3049495.concoct_part_7","CP014017.2","Serratia liquefaciens strain FDAARGOS_125 chromosome, ...","18070",0
"k141_1922439.concoct_part_0","CP031688.1","Haemophilus influenzae strain P636-8296 chromosome, co...","9828",0
"k141_90862.concoct_part_0","FQ312002.1","Haemophilus parainfluenzae T3T1 complete genome","1655",0
"k141_2666281.concoct_part_1","CP013450.1","Burkholderia cenocepacia strain MSMB384WGS chromosome ...","18362",0
"k141_2666281.concoct_part_2","CP020599.1","Burkholderia cenocepacia GIMC4560:Bcn122 chromosome 1 ...","18312",0
"k141_1197345.concoct_part_0","","","",NA
"k141_3765312.concoct_part_0","CP001721.1","Atopobium parvulum DSM 20469, complete genome","6013",0
"k141_3051168.concoct_part_0","","","",NA
"k141_92055.concoct_part_0","","","",NA
"k141_3766508.concoct_part_0","AP023349.1","Streptococcus mitis Nm-65 DNA, complete genome","2146",0
"k141_1924246.concoct_part_0","CP035210.1","Klebsiella pneumoniae strain TH164 chromosome, complet...","9022",0
"k141_459692.concoct_part_0","CP046335.1","Streptococcus mitis strain FDAARGOS_684 chromosome, co...","771",0
"k141_827886.concoct_part_0","LS483366.1","Streptococcus salivarius strain NCTC7366 genome assemb...","564",5e-157
"k141_827893.concoct_part_0","CP022386.1","Capnocytophaga gingivalis strain H1496 chromosome, com...","14558",0
"k141_4152601.concoct_part_0","AP019846.1","Leptotrichia hongkongensis JMUB5056 DNA, complete genome","702",0
"k141_3403484.concoct_part_0","CP012648.1","Streptococcus gordonii strain KCOM 1506 (= ChDC B679),...","2381",0
"k141_828341.concoct_part_0","CP003122.1","Streptococcus parasanguinis FW213, complete genome","3040",0
"k141_2297486.concoct_part_0","LT906445.1","Veillonella parvula strain NCTC11810 genome assembly, ...","1467",0
"k141_1566537.concoct_part_2","CP047691.1","Serratia marcescens strain C110 chromosome, complete g...","18007",0
"k141_1566537.concoct_part_5","CP047391.1","Serratia marcescens strain 1602 chromosome, complete g...","18131",0
"k141_1566537.concoct_part_6","CP014017.2","Serratia liquefaciens strain FDAARGOS_125 chromosome, ...","23870",0
"k141_1925712.concoct_part_0","CP040006.1","Schaalia odontolytica strain XH001 chromosome, complet...","2748",0
"k141_2669499.concoct_part_0","CP012590.1","Actinomyces sp. oral taxon 414 strain F0588, complete ...","1953",0
"k141_3768545.concoct_part_0","LR216031.1","Streptococcus pneumoniae strain 2245STDY5982722 genome...","3725",0
"k141_829507.concoct_part_0","CP031477.1","Haemophilus parainfluenzae strain M27794 chromosome, c...","2017",0
"k141_1200312.concoct_part_0","CP016205.1","Prevotella scopos JCM 17725 strain W2052 chromosome 2 ...","16757",0
"k141_94707.concoct_part_0","CP000792.2","Campylobacter concisus 13826, complete genome","2732",0
"k141_1567795.concoct_part_0","CP028108.1","Fusobacterium periodonticum strain 2_1_31 chromosome, ...","60.2",3e-05
"k141_1200451.concoct_part_0","HE584556.1","Cloning vector pAJM-EPRV-Silencer","3581",0
"k141_830151.concoct_part_0","CP021642.1","Campylobacter concisus strain P2CDO4 chromosome, compl...","3659",0
"k141_1200600.concoct_part_0","CP002843.1","Streptococcus parasanguinis ATCC 15912, complete genome","2115",0
"k141_2298979.concoct_part_0","CP051727.1","Escherichia coli strain SCU-111 chromosome, complete g...","3914",0
"k141_3055651.concoct_part_0","CP014326.1","Streptococcus mitis strain SVGS_061, complete genome","1458",0
"k141_1568522.concoct_part_0","CP014326.1","Streptococcus mitis strain SVGS_061, complete genome","2217",0
"k141_2299786.concoct_part_0","CP031477.1","Haemophilus parainfluenzae strain M27794 chromosome, c...","2839",0
"k141_463726.concoct_part_0","CP016205.1","Prevotella scopos JCM 17725 strain W2052 chromosome 2 ...","5755",0
"k141_1568927.concoct_part_0","LR778174.1","Veillonella parvula strain SKV38 genome assembly, chro...","3502",0
"k141_2671359.concoct_part_0","CP002843.1","Streptococcus parasanguinis ATCC 15912, complete genome","2623",0
"k141_831516.concoct_part_0","CP013328.1","Fusobacterium nucleatum subsp. polymorphum strain ChDC...","2966",0
"k141_831610.concoct_part_0","CP043921.1","Staphylococcus aureus strain GHA3 chromosome","468",7e-128
"k141_3770658.concoct_part_0","CP018187.1","Streptococcus salivarius strain ICDC2, complete genome","1162",0
"k141_2300319.concoct_part_0","","","",NA
"k141_1928315.concoct_part_0","CP047784.1","Staphylococcus aureus strain UP_1209 chromosome, compl...","7166",0
"k141_1202172.concoct_part_0","CP019666.1","Burkholderia cenocepacia strain VC2307 chromosome 1 se...","8903",0
"k141_3057494.concoct_part_0","CP027228.1","Mogibacterium diversum strain CCUG 47132 chromosome, c...","2687",0
"k141_2672500.concoct_part_0","CP054011.1","Prevotella melaninogenica strain FDAARGOS_760 chromoso...","2621",0
"k141_96779.concoct_part_0","LR216051.1","Streptococcus pneumoniae strain 2245STDY6106337 genome...","4392",0
"k141_4157744.concoct_part_0","CP003122.1","Streptococcus parasanguinis FW213, complete genome","2891",0
"k141_4158078.concoct_part_0","CP028415.1","Streptococcus mitis strain SK637 chromosome, complete ...","1949",0
"k141_2673767.concoct_part_0","CP053939.1","Neisseria mucosa strain FDAARGOS_758 chromosome, compl...","3474",0
"k141_1203803.concoct_part_0","CP024749.1","Fusobacterium nucleatum subsp. vincentii strain KCOM 2...","6078",0
"k141_3059699.concoct_part_0","CP003666.1","Prevotella sp. oral taxon 299 str. F0039, complete genome","7193",0
"k141_3773388.concoct_part_0","CP053988.1","Abiotrophia defectiva strain FDAARGOS_785 chromosome, ...","1857",0
"k141_834471.concoct_part_1","CP048043.1","Serratia liquefaciens strain JL02 chromosome, complete...","17795",0
"k141_3409628.concoct_part_0","CP031251.1","Neisseria subflava strain M18660 chromosome, complete ...","3116",0
"k141_2303666.concoct_part_0","LR134526.1","Neisseria meningitidis strain NCTC10026 genome assembl...","82.4",2e-11
"k141_1933415.concoct_part_0","CP040006.1","Schaalia odontolytica strain XH001 chromosome, complet...","3696",0
"k141_3062236.concoct_part_0","LR134484.1","Gemella haemolysans strain NCTC10459 genome assembly, ...","2471",0
"k141_1933845.concoct_part_0","CP006252.1","Serratia liquefaciens ATCC 27592, complete genome","17922",0
"k141_2304650.concoct_part_0","","","",NA
"k141_2304687.concoct_part_0","LS483383.1","Streptococcus cristatus strain NCTC12479 genome assemb...","3964",0
"k141_3412125.concoct_part_0","CP038817.1","Haemophilus parahaemolyticus strain NEB129 chromosome,...","5531",0
"k141_470028.concoct_part_0","AP014938.1","Rothia mucilaginosa DNA, complete genome, strain: NUM-...","1618",0
"k141_100745.concoct_part_0","CP003858.1","Streptococcus intermedius C270, complete genome","4961",0
"k141_470188.concoct_part_0","CP042566.1","Enterobacter hormaechei strain C44 chromosome, complet...","5973",0
"k141_3412576.concoct_part_0","","","",NA
"k141_3063327.concoct_part_0","","","",NA
"k141_1934563.concoct_part_0","CP026050.1","Serratia marcescens strain FDAARGOS_65 chromosome, com...","10861",0
"k141_2305321.concoct_part_0","CP036190.1","Klebsiella pneumoniae strain BA34918 chromosome, compl...","14838",0
"k141_3776208.concoct_part_0","CP028415.1","Streptococcus mitis strain SK637 chromosome, complete ...","2830",0
"k141_3413109.concoct_part_0","LS483458.1","Haemophilus haemolyticus strain NCTC10839 genome assem...","7723",0
"k141_101659.concoct_part_0","CP002280.1","Rothia dentocariosa ATCC 17931, complete genome","2362",0
"k141_101720.concoct_part_0","CP002843.1","Streptococcus parasanguinis ATCC 15912, complete genome","2396",0
"k141_3776615.concoct_part_0","CP046314.1","Gemella morbillorum strain FDAARGOS_741 chromosome, co...","880",0
"k141_2305811.concoct_part_0","CP026011.1","Klebsiella pneumoniae strain K2044 chromosome, complet...","23268",0
"k141_838038.concoct_part_0","CP059571.1","Neisseria bacilliformis strain DSM 23338 chromosome, c...","6185",0
"k141_3413997.concoct_part_0","CP024697.1","Prevotella intermedia strain KCOM 2836 chromosome, com...","1755",0
"k141_1208235.concoct_part_0","MH785229.1","Staphylococcus aureus strain pa3 plasmid pPA3, complet...","4000",0
"k141_3414096.concoct_part_0","","","",NA
"k141_1935909.concoct_part_0","","","",NA
"k141_4164445.concoct_part_0","CP018189.1","Streptococcus salivarius strain ICDC3 chromosome, comp...","3186",0
"k141_1577378.concoct_part_0","CP041925.1","Klebsiella aerogenes strain Ka37751 chromosome, comple...","4767",0
"k141_2306608.concoct_part_0","LR594037.1","Streptococcus anginosus strain NCTC11064 genome assemb...","1120",0
"k141_2678641.concoct_part_0","AP019829.2","Leptotrichia wadei JCM16777 DNA, complete genome","3400",0
"k141_102710.concoct_part_0","CP003191.1","Tannerella forsythia 92A2, complete genome","2447",0
"k141_472475.concoct_part_5","CP034662.1","Moraxella catarrhalis strain 46P58B1 chromosome, compl...","18286",0
"k141_1209339.concoct_part_0","CP014264.1","Streptococcus sp. oral taxon 431, complete genome","3212",0
"k141_3066258.concoct_part_0","LR134375.1","Veillonella dispar strain NCTC11831 genome assembly, c...","2355",0
"k141_2307615.concoct_part_0","AP019841.1","Leptotrichia wadei JMUB3936 DNA, complete genome","4484",0
"k141_3778416.concoct_part_1","CP052562.1","Klebsiella pneumoniae strain A16KP0135 chromosome, com...","18395",0
"k141_3414922.concoct_part_5","","","",NA
"k141_1210239.concoct_part_0","CP053939.1","Neisseria mucosa strain FDAARGOS_758 chromosome, compl...","3884",0
"k141_3415316.concoct_part_0","CP040804.1","Streptococcus salivarius strain LAB813 chromosome, com...","2052",0
"k141_2680601.concoct_part_0","CP052562.1","Klebsiella pneumoniae strain A16KP0135 chromosome, com...","11271",0
"k141_840689.concoct_part_0","","","",NA
"k141_840711.concoct_part_0","CP012590.1","Actinomyces sp. oral taxon 414 strain F0588, complete ...","87.9",2e-13
"k141_2308802.concoct_part_0","","","",NA
"k141_3415965.concoct_part_0","AP019835.1","Leptotrichia wadei JMUB3934 DNA, complete genome","1591",0
"k141_3067680.concoct_part_2","CP041013.1","Pseudomonas aeruginosa strain FDAARGOS_610 chromosome,...","16807",0
"k141_104434.concoct_part_0","AP011540.1","Rothia mucilaginosa DY-18 DNA, complete genome","5382",0
"k141_1580328.concoct_part_0","AP019841.1","Leptotrichia wadei JMUB3936 DNA, complete genome","1219",0
"k141_475656.concoct_part_0","LR698955.1","Fusobacterium nucleatum isolate MGYG-HGUT-01347 genome...","2835",0
"k141_3069007.concoct_part_0","CP052759.1","Pseudomonas aeruginosa strain LYT4 chromosome, complet...","34712",0
"k141_3069401.concoct_part_0","CP052431.1","Klebsiella pneumoniae strain C16KP0122 chromosome, com...","18378",0
"k141_1212407.concoct_part_0","CP054042.1","Listeria monocytogenes strain PNUSAL000009 chromosome","73.1",6e-09
"k141_842369.concoct_part_0","","","",NA
"k141_4170217.concoct_part_0","","","",NA
"k141_3418123.concoct_part_0","","","",NA
"k141_2310730.concoct_part_5","CP059037.1","Serratia marcescens strain ICU-3 chromosome","17728",0
"k141_1941195.concoct_part_0","CP027300.1","Serratia marcescens strain SGAir0764 chromosome, compl...","84.2",4e-12
"k141_3070873.concoct_part_1","CP052562.1","Klebsiella pneumoniae strain A16KP0135 chromosome, com...","18401",0
"k141_1583038.concoct_part_0","","","",NA
"k141_2311907.concoct_part_0","CP058331.1","Sphingomonas azotifigens strain ACR22 chromosome, comp...","20921",0
"k141_478181.concoct_part_4","HG938372.1","Burkholderia cenocepacia H111 chromosome 3, complete g...","30899",0
"k141_1214708.concoct_part_0","CP003859.1","Streptococcus constellatus subsp. pharyngis C1050, com...","2004",0
"k141_478250.concoct_part_0","CP058331.1","Sphingomonas azotifigens strain ACR22 chromosome, comp...","26400",0
"k141_2684251.concoct_part_0","","","",NA
"k141_108090.concoct_part_0","CP003667.1","Prevotella sp. oral taxon 299 str. F0039 plasmid, comp...","6734",0
"k141_478461.concoct_part_0","CP043853.1","Enterobacter hormaechei strain EB_P6_L3_02.19 chromoso...","2998",0
"k141_4172733.concoct_part_0","CP011303.1","Serratia liquefaciens strain HUMV-21, complete genome","25095",0
"k141_478770.concoct_part_0","","","",NA
"k141_4172972.concoct_part_0","CP054846.1","Listeria monocytogenes strain BfR-LI-00752 chromosome","54.7",0.006
"k141_2312888.concoct_part_0","","","",NA
"k141_1584914.concoct_part_0","","","",NA
"k141_4173793.concoct_part_0","","","",NA
"k141_3785010.concoct_part_0","CP012544.1","Campylobacter showae strain ATCC 51146, complete genome","1736",0
"k141_3073856.concoct_part_0","","","",NA
"k141_479963.concoct_part_1","CP034354.1","Pseudomonas aeruginosa strain IMP-13 chromosome, compl...","23272",0
"k141_3422340.concoct_part_0","CP014264.1","Streptococcus sp. oral taxon 431, complete genome","1969",0
"k141_109735.concoct_part_0","CP018189.1","Streptococcus salivarius strain ICDC3 chromosome, comp...","1808",0
"k141_1216651.concoct_part_0","","","",NA
"k141_3785402.concoct_part_0","","","",NA
"k141_4174623.concoct_part_0","CP003840.1","Streptococcus constellatus subsp. pharyngis C818, comp...","2741",0
"k141_846108.concoct_part_0","CP021642.1","Campylobacter concisus strain P2CDO4 chromosome, compl...","3260",0
"k141_846233.concoct_part_0","CP020566.1","Veillonella atypica strain OK5, complete genome","1522",0
"k141_3422707.concoct_part_0","CP054214.1","Escherichia coli strain EcPF40 chromosome, complete ge...","3603",0
"k141_1943867.concoct_part_0","LR134378.1","Lautropia mirabilis strain NCTC12852 genome assembly, ...","2891",0
"k141_3785592.concoct_part_0","CP027231.1","Bacteroides zoogleoformans strain ATCC 33285 chromosom...","3210",0
"k141_1586429.concoct_part_0","CP054236.1","Escherichia coli strain EcPF5 chromosome, complete genome","3589",0
"k141_1944327.concoct_part_0","CP018189.1","Streptococcus salivarius strain ICDC3 chromosome, comp...","2473",0
"k141_4175838.concoct_part_0","CP050326.1","Pseudomonas aeruginosa strain DVT423 chromosome, compl...","8085",0
"k141_847037.concoct_part_0","CP002390.1","Filifactor alocis ATCC 35896, complete genome","4726",0
"k141_1587009.concoct_part_0","LR134285.1","Streptococcus australis strain NCTC3168 genome assembl...","272",1e-68
"k141_3423941.concoct_part_0","CP003122.1","Streptococcus parasanguinis FW213, complete genome","1934",0
"k141_1217835.concoct_part_6","CP061082.1","Serratia liquefaciens strain MT49 chromosome, complete...","26286",0
"k141_482068.concoct_part_0","CP003858.1","Streptococcus intermedius C270, complete genome","3596",0
"k141_1587666.concoct_part_0","","","",NA
"k141_482112.concoct_part_0","CP034442.1","Streptococcus oralis subsp. dentisani strain F0392 chr...","1812",0
"k141_1945344.concoct_part_0","","","",NA
"k141_2315808.concoct_part_0","CP023510.1","Rothia mucilaginosa strain FDAARGOS_369 chromosome, co...","3528",0
"k141_1945662.concoct_part_0","LR129844.1","Streptococcus pneumoniae strain 180-15 genome assembly...","4780",0
"k141_112119.concoct_part_0","FQ312002.1","Haemophilus parainfluenzae T3T1 complete genome","2071",0
"k141_1945889.concoct_part_0","CP022385.1","Capnocytophaga sputigena strain KC1668 chromosome, com...","4885",0
"k141_2316486.concoct_part_0","","","",NA
"k141_483155.concoct_part_0","AE017226.1","Treponema denticola ATCC 35405, complete genome","2926",0
"k141_848795.concoct_part_0","LR134375.1","Veillonella dispar strain NCTC11831 genome assembly, c...","4043",0
"k141_112923.concoct_part_0","CP012719.1","Streptococcus anginosus strain J4206, complete genome","1958",0
"k141_1946678.concoct_part_0","CP026050.1","Serratia marcescens strain FDAARGOS_65 chromosome, com...","17852",0
"k141_3078430.concoct_part_2","CP053706.1","Pseudomonas aeruginosa strain PAC1 chromosome, complet...","19174",0
"k141_2317376.concoct_part_0","CP020566.1","Veillonella atypica strain OK5, complete genome","2362",0
"k141_1589614.concoct_part_0","AP011540.1","Rothia mucilaginosa DY-18 DNA, complete genome","3675",0
"k141_3426554.concoct_part_2","CP028946.1","Serratia marcescens strain AR_0124 chromosome, complet...","18024",0
